DATA_REGISTRO,CNES,SIGLA,HOSPITAL,QUANTIDADE,Ano,Mês
01/04/2022,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4692,2022,10
01/04/2022,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1609,2022,10
01/04/2022,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1665,2022,10
01/04/2022,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,4748,2022,10
01/04/2022,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4624,2022,10
01/04/2022,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,12131,2022,10
01/05/2022,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1828,2022,10
01/05/2022,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,5137,2022,10
01/05/2022,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2828,2022,10
01/05/2022,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1981,2022,10
01/05/2022,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,11050,2022,10
01/05/2022,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4784,2022,10
01/05/2022,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2393,2022,10
01/05/2022,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3609,2022,10
01/06/2022,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4574,2022,10
01/06/2022,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1713,2022,10
01/06/2022,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,11066,2022,10
01/06/2022,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3611,2022,10
01/06/2022,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2307,2022,10
01/06/2022,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,2020,2022,10
01/06/2022,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,5005,2022,10
01/06/2022,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,3018,2022,10
01/07/2022,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1671,2022,10
01/07/2022,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2751,2022,10
01/07/2022,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,8722,2022,10
01/07/2022,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1480,2022,10
01/07/2022,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4920,2022,10
01/07/2022,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4327,2022,10
01/07/2022,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2367,2022,10
01/07/2022,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,7488,2022,10
01/08/2022,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1366,2022,10
01/08/2022,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4866,2022,10
01/08/2022,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,9478,2022,10
01/08/2022,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4564,2022,10
01/08/2022,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2238,2022,10
01/08/2022,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1918,2022,10
01/08/2022,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3862,2022,10
01/08/2022,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2824,2022,10
01/09/2022,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2738,2022,10
01/09/2022,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4483,2022,10
01/09/2022,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3694,2022,10
01/09/2022,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,9979,2022,10
01/09/2022,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1360,2022,10
01/09/2022,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4530,2022,10
01/09/2022,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2238,2022,10
01/09/2022,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1954,2022,10
01/10/2022,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4510,2022,10
01/10/2022,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2336,2022,10
01/10/2022,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2767,2022,10
01/10/2022,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1879,2022,10
01/10/2022,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3952,2022,10
01/10/2022,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,11145,2022,10
01/10/2022,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4787,2022,10
01/10/2022,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1575,2022,10
01/01/2022,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,2106,2022,11
01/01/2022,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4376,2022,11
01/01/2022,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1732,2022,11
01/01/2022,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4711,2022,11
01/01/2022,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2391,2022,11
01/01/2022,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,4790,2022,11
01/01/2022,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,3367,2022,11
01/01/2022,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1449,2022,11
01/02/2022,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,7124,2022,11
01/02/2022,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3947,2022,11
01/02/2022,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2097,2022,11
01/02/2022,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,3687,2022,11
01/02/2022,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1620,2022,11
01/02/2022,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1630,2022,11
01/02/2022,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2089,2022,11
01/02/2022,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4056,2022,11
01/03/2022,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2529,2022,11
01/03/2022,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4486,2022,11
01/03/2022,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4657,2022,11
01/03/2022,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2480,2022,11
01/03/2022,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,4468,2022,11
01/03/2022,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,10325,2022,11
01/03/2022,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1540,2022,11
01/03/2022,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1654,2022,11
01/04/2022,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1609,2022,11
01/04/2022,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4624,2022,11
01/04/2022,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4692,2022,11
01/04/2022,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,4748,2022,11
01/04/2022,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2705,2022,11
01/04/2022,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2444,2022,11
01/04/2022,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1665,2022,11
01/04/2022,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,12131,2022,11
01/05/2022,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,11050,2022,11
01/05/2022,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3609,2022,11
01/05/2022,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,5137,2022,11
01/05/2022,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1981,2022,11
01/05/2022,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4784,2022,11
01/05/2022,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1828,2022,11
01/05/2022,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2393,2022,11
01/05/2022,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2828,2022,11
01/06/2022,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,2020,2022,11
01/06/2022,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2307,2022,11
01/06/2022,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,11066,2022,11
01/06/2022,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1713,2022,11
01/06/2022,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,3018,2022,11
01/06/2022,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3611,2022,11
01/06/2022,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4574,2022,11
01/06/2022,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,5005,2022,11
01/07/2022,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4327,2022,11
01/07/2022,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2751,2022,11
01/07/2022,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,8722,2022,11
01/07/2022,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1480,2022,11
01/07/2022,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,7488,2022,11
01/07/2022,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2367,2022,11
01/07/2022,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4920,2022,11
01/07/2022,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1671,2022,11
01/08/2022,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1366,2022,11
01/08/2022,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4866,2022,11
01/08/2022,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,9478,2022,11
01/08/2022,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4564,2022,11
01/08/2022,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1918,2022,11
01/08/2022,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2238,2022,11
01/08/2022,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3862,2022,11
01/08/2022,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2824,2022,11
01/09/2022,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1954,2022,11
01/09/2022,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1360,2022,11
01/09/2022,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2738,2022,11
01/09/2022,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4530,2022,11
01/09/2022,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4483,2022,11
01/09/2022,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3694,2022,11
01/09/2022,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2238,2022,11
01/09/2022,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,9979,2022,11
01/10/2022,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3952,2022,11
01/10/2022,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1879,2022,11
01/10/2022,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2336,2022,11
01/10/2022,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4510,2022,11
01/10/2022,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2767,2022,11
01/10/2022,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,11145,2022,11
01/10/2022,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4787,2022,11
01/10/2022,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1575,2022,11
01/11/2022,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1576,2022,11
01/11/2022,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4522,2022,11
01/11/2022,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4665,2022,11
01/11/2022,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,4175,2022,11
01/11/2022,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2426,2022,11
01/11/2022,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1882,2022,11
01/11/2022,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,3059,2022,11
01/11/2022,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,11716,2022,11
01/01/2022,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,2106,2022,12
01/01/2022,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4376,2022,12
01/01/2022,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1732,2022,12
01/01/2022,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4711,2022,12
01/01/2022,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2391,2022,12
01/01/2022,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,4790,2022,12
01/01/2022,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,3367,2022,12
01/01/2022,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1449,2022,12
01/02/2022,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1620,2022,12
01/02/2022,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,7124,2022,12
01/02/2022,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1630,2022,12
01/02/2022,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2089,2022,12
01/02/2022,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,3687,2022,12
01/02/2022,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3947,2022,12
01/02/2022,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2097,2022,12
01/02/2022,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4056,2022,12
01/03/2022,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,10325,2022,12
01/03/2022,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,4468,2022,12
01/03/2022,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4657,2022,12
01/03/2022,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1540,2022,12
01/03/2022,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1654,2022,12
01/03/2022,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4486,2022,12
01/03/2022,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2480,2022,12
01/03/2022,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2529,2022,12
01/04/2022,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1609,2022,12
01/04/2022,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1665,2022,12
01/04/2022,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,12131,2022,12
01/04/2022,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4692,2022,12
01/04/2022,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2444,2022,12
01/04/2022,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,4748,2022,12
01/04/2022,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2705,2022,12
01/04/2022,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4624,2022,12
01/05/2022,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1828,2022,12
01/05/2022,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,11050,2022,12
01/05/2022,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2393,2022,12
01/05/2022,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,5137,2022,12
01/05/2022,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1981,2022,12
01/05/2022,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4784,2022,12
01/05/2022,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2828,2022,12
01/05/2022,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3609,2022,12
01/06/2022,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,2020,2022,12
01/06/2022,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4574,2022,12
01/06/2022,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1713,2022,12
01/06/2022,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,3018,2022,12
01/06/2022,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,11066,2022,12
01/06/2022,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3611,2022,12
01/06/2022,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2307,2022,12
01/06/2022,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,5005,2022,12
01/07/2022,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,7488,2022,12
01/07/2022,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1671,2022,12
01/07/2022,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4327,2022,12
01/07/2022,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2751,2022,12
01/07/2022,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1480,2022,12
01/07/2022,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4920,2022,12
01/07/2022,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,8722,2022,12
01/07/2022,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2367,2022,12
01/08/2022,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1366,2022,12
01/08/2022,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4866,2022,12
01/08/2022,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,9478,2022,12
01/08/2022,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1918,2022,12
01/08/2022,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4564,2022,12
01/08/2022,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2238,2022,12
01/08/2022,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3862,2022,12
01/08/2022,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2824,2022,12
01/09/2022,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1360,2022,12
01/09/2022,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3694,2022,12
01/09/2022,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,9979,2022,12
01/09/2022,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2238,2022,12
01/09/2022,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1954,2022,12
01/09/2022,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4530,2022,12
01/09/2022,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4483,2022,12
01/09/2022,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2738,2022,12
01/10/2022,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1575,2022,12
01/10/2022,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2767,2022,12
01/10/2022,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4510,2022,12
01/10/2022,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4787,2022,12
01/10/2022,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,11145,2022,12
01/10/2022,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3952,2022,12
01/10/2022,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2336,2022,12
01/10/2022,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1879,2022,12
01/11/2022,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2426,2022,12
01/11/2022,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,4175,2022,12
01/11/2022,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1882,2022,12
01/11/2022,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4522,2022,12
01/11/2022,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,3059,2022,12
01/11/2022,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,11716,2022,12
01/11/2022,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4665,2022,12
01/11/2022,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1576,2022,12
01/12/2022,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4377,2022,12
01/12/2022,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3504,2022,12
01/12/2022,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,8019,2022,12
01/12/2022,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4021,2022,12
01/12/2022,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1493,2022,12
01/12/2022,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2344,2022,12
01/12/2022,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1702,2022,12
01/12/2022,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2664,2022,12
01/01/2023,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1571,2023,1
01/01/2023,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4843,2023,1
01/01/2023,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,7832,2023,1
01/01/2023,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4545,2023,1
01/01/2023,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2317,2023,1
01/01/2023,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3610,2023,1
01/01/2023,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2590,2023,1
01/01/2023,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1906,2023,1
01/01/2023,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1571,2023,2
01/01/2023,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4843,2023,2
01/01/2023,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,7832,2023,2
01/01/2023,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4545,2023,2
01/01/2023,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2317,2023,2
01/01/2023,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3610,2023,2
01/01/2023,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2590,2023,2
01/01/2023,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1906,2023,2
01/02/2023,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1709,2023,2
01/02/2023,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1390,2023,2
01/02/2023,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2211,2023,2
01/02/2023,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4202,2023,2
01/02/2023,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2394,2023,2
01/02/2023,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,8769,2023,2
01/02/2023,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,4241,2023,2
01/02/2023,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,3905,2023,2
01/01/2023,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1571,2023,3
01/01/2023,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4843,2023,3
01/01/2023,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,7832,2023,3
01/01/2023,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4545,2023,3
